id,bild,name,kartengruppe,deck_bereich,hauptattribut,kartentyp,entwicklungskarte,grundkarte_bild,fraktion,stufe,klasse,bereich,untertyp,material,nebenattribute,herzen,physische_staerke,astrale_staerke,physischer_schild,astraler_schild,ehre,wunder,effekte,tags,effekt_symbol,effekt_zaehler_max,effekt_dauer_kr,effekt_text,kreatur
1.04-03-32-aa7ee080,Bezwingerin/1.04-03-32-aa7ee080.webp,Die ungezähmte Flamme Saphira,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Astralwelt,1,Magierin,,,,[],2,0,1,0,0,0,,[],"[""storytext""]",none,,,,
1.04-04-32-922770d8,Bezwingerin/1.04-04-32-922770d8.webp,Die Ewige Evelyn,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Astralwelt,1,Heilerin,,,,[],2,1,0,1,0,0,"{""kosten_ehre"": 2, ""text"": ""Tausche 3 Berserkermarken gegen 1 Herz und füge es Evelyn hinzu.""}","[{""trigger"": ""wonder"", ""engine_key"": ""evelyn"", ""berserker_marks_cost"": 3, ""hearts_plus"": 1}, {""trigger"": ""combat_end"", ""engine_key"": ""evelyn_berserker"", ""berserker_marks_plus"": 1}]","[""wunder"", ""berserkermarke"", ""kampfende"", ""herz""]",wonder,,,Tausche 3 Berserkermarken gegen 1 Herz und füge es Evelyn hinzu. Für jeden durchgeführten Kampf mit Evelyn erhält sie 1 Berserkermarke am Ende der Kampfphase.,
1.04-05-32-be771e84,Bezwingerin/1.04-05-32-be771e84.webp,D.E.A.T.H.,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Fraktionslos,1,Assassine,,,,[],1,1,0,1,1,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""death"", ""primary_attack_uses"": 1, ""activation_phase"": ""rush"", ""duration"": ""one_combat""}]","[""fraktionslos"", ""ausspieleffekt"", ""primärangriff"", ""einmalig""]",on_play,,,"Diese Bezwingerin erhält einmalig für einen Kampf einen Primärangriff. Du entscheidest, in welcher Kampfrunde du diesen Effekt aktivieren möchtest; allerdings muss der Effekt in der Ansturmphase aktiviert werden.",
1.04-19-32-426aa886,Bezwingerin/1.04-19-32-426aa886.webp,Lebende Waffenbändigerin Keyla Dorn,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Astralwelt,1,Beschützerin,,,,[],3,1,0,0,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""keyla"", ""optional"": true, ""source"": ""own_ruestkammer_stack"", ""kartentyp"": ""Reliquie"", ""untertyp"": ""Astralfragment"", ""destination"": ""hand"", ""preserve_stack_order"": true}]","[""ausspieleffekt"", ""ruestkammer_suche"", ""reliquie"", ""astralfragment""]",on_play,,,Du kannst dir aus dem Rüstkammer-Stapel eine RELIQUIE vom Typ ASTRALFRAGMENT suchen und diese auf deine Hand nehmen.,
1.04-20-32-0c8013b6,Bezwingerin/1.04-20-32-0c8013b6.webp,Die brillante Magistratin Strikelyn,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Astralwelt,1,Kriegerin,,,,[],2,1,0,0,2,0,,"[{""trigger"": ""charges"", ""text"": ""Wähle eine Bezwingerin: Bis zum Beginn deiner nächsten Versorgungsphase kann sie nicht als Ziel gegnerischer ASTRAL-Spruch- oder Gegenstandskarten gewählt werden. Alternativ verbrauche 2 Ladungen: Der Effekt gilt auch für Gebote."", ""engine_key"": ""strikelyn""}]",[],charges,2,,Wähle eine Bezwingerin: Bis zum Beginn deiner nächsten Versorgungsphase kann sie nicht als Ziel gegnerischer ASTRAL-Spruch- oder Gegenstandskarten gewählt werden. Alternativ verbrauche 2 Ladungen: Der Effekt gilt auch für Gebote.,
1.04-21-32-a0ad6302,Bezwingerin/1.04-21-32-a0ad6302.webp,Wurzelpein Gebieterin Psilo Cybe,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Astralwelt,1,Unterstützerin,,,,[],2,0,1,1,0,0,"{""kosten_ehre"": 2, ""text"": ""Du kannst einer KREATUR für diese Kampfrunde 1 physische Stärke hinzufügen, jedoch nur für einen Kampf.""}","[{""trigger"": ""wonder"", ""engine_key"": ""psilo"", ""target"": ""any_open_creature"", ""physical_bonus"": 1, ""expires"": ""end_of_current_round"", ""consume_on_combat"": true}]","[""wunder"", ""kreatur"", ""temporäre_physische_stärke"", ""ein_kampf""]",wonder,,,"Du kannst einer KREATUR für diese Kampfrunde 1 physische Stärke hinzufügen, jedoch nur für einen Kampf.",
1.01-03-32-ff9fdb25,Bezwingerin/1.01-03-32-ff9fdb25.webp,Die Unbeugsame Heldin Jeanne d'Arque,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Mittelwelt,1,Beschützerin,,,,[],2,1,0,1,0,0,,"[{""trigger"": ""permanent"", ""engine_key"": ""jeanne_taunt"", ""forced_attackers"": 1}]","[""permanent"", ""zielzwang""]",permanent,,,"Die erste gegnerische Bezwingerin, die kämpft, muss Jeanne d'Arque angreifen, falls möglich.",
1.01-04-32-6c8c7d2d,Bezwingerin/1.01-04-32-6c8c7d2d.webp,Die verschlingende Flut Calypso,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Mittelwelt,1,Assassine,,,,[],2,1,0,0,0,1,,"[{""trigger"": ""on_play"", ""engine_key"": ""calypso"", ""no_deployment_delay"": true, ""no_enemy_refuge_current_round"": true}]","[""ausspieleffekt"", ""keine_einsatzverzögerung""]",on_play,,,Calypso hat keine Einsatzverzögerung. In dieser Kampfrunde darf sie die gegnerische Zuflucht nicht als Angriffsziel wählen.,
1.01-05-32-07ee4a59,Bezwingerin/1.01-05-32-07ee4a59.webp,Z.E.R.O. ATK,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Fraktionslos,1,Unterstützerin,,,,[],1,1,0,1,1,0,,[],"[""fraktionslos"", ""storytext""]",none,,,,
1.01-19-32-f22d48d8,Bezwingerin/1.01-19-32-f22d48d8.webp,Die Quelle der Reinheit Amelia,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Mittelwelt,1,Magierin,,,,[],2,1,0,1,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""amelia"", ""resource"": ""astralShield"", ""amount"": -1}]","[""ausspieleffekt"", ""astralschild"", ""gegenüber""]",on_play,,,Die gegnerische Bezwingerin direkt gegenüber Amelia verliert 1 ASTRAL-Schild.,
1.01-20-32-62cd298b,Bezwingerin/1.01-20-32-62cd298b.webp,Die Säule des Lebens Talisia,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Mittelwelt,1,Heilerin,,,,[],2,1,0,1,0,0,"{""kosten_ehre"": 2, ""effekt_text"": ""Ziehe von einer eigenen Bezwingerin oder der eigenen Zuflucht 1 ASTRAL-Schild ab, wandle ihn in 1 Herz um und füge dieses einer beliebigen eigenen Bezwingerin hinzu.""}","[{""trigger"": ""wonder"", ""engine_key"": ""talisia1"", ""cost_honor"": 2}]","[""wunder"", ""heilung"", ""astralschild""]",wonder,,,"Ziehe von einer eigenen Bezwingerin oder der eigenen Zuflucht 1 ASTRAL-Schild ab, wandle ihn in 1 Herz um und füge dieses einer beliebigen eigenen Bezwingerin hinzu.",
1.01-21-32-9c26c16c,Bezwingerin/1.01-21-32-9c26c16c.webp,Der schneidende Wind Mira Masako,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Mittelwelt,1,Kriegerin,,,,"[""Chikara-Clan""]",3,1,0,0,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""mira"", ""expires"": ""source_next_supply_start""}]","[""ausspieleffekt"", ""einsatzverzögerung"", ""chikara-clan""]",on_play,,,Wähle eine gegnerische Bezwingerin. Bringe sie in die Einsatzverzögerung. Sie muss bis zum Beginn deiner nächsten Versorgungsphase in der Einsatzverzögerung bleiben.,
1.03-13-32-c61a0eda,Bezwingerin/1.03-13-32-c61a0eda.webp,Die glorreiche Eroberin Martha Kaizer,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Oberwelt,1,Kriegerin,,,,[],2,1,0,1,1,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""martha"", ""condition"": ""no_opposing_bez_or_opposing_hearts_lte_self"", ""resource"": ""honor"", ""amount"": 1}]","[""ausspieleffekt"", ""gegenueber"", ""ehre""]",on_play,,,"Falls beim Rekrutieren keine gegnerische Bezwingerin gegenübersteht oder die gegenüberliegende gegnerische Bezwingerin gleich viele oder weniger Herzen hat, erhält Martha 1 Ehre.",
1.03-14-32-a55b62d5,Bezwingerin/1.03-14-32-a55b62d5.webp,Die Schöpferin Cassandra,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Oberwelt,1,Heilerin,,,,[],3,0,1,0,0,0,"{""kosten_ehre"": 3, ""text"": ""Füge einer eigenen Bezwingerin 1 Herz hinzu.""}","[{""trigger"": ""wonder"", ""engine_key"": ""cassandra"", ""target"": ""own_bez"", ""resource"": ""hearts"", ""amount"": 1}]","[""wunder"", ""herz"", ""eigene_bezwingerin""]",wonder,,,Füge einer eigenen Bezwingerin 1 Herz hinzu.,
1.03-15-32-8f475f93,Bezwingerin/1.03-15-32-8f475f93.webp,Das Gift von Babylon Zahira Semiramis,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Oberwelt,1,Unterstützerin,,,,[],2,0,1,1,0,0,"{""kosten_ehre"": 1, ""text"": ""Füge einer anderen eigenen Bezwingerin 1 Ehre hinzu.""}","[{""trigger"": ""wonder"", ""engine_key"": ""zahira"", ""target"": ""other_own_bez"", ""resource"": ""honor"", ""amount"": 1}]","[""wunder"", ""ehre"", ""andere_eigene_bezwingerin""]",wonder,,,Füge einer anderen eigenen Bezwingerin 1 Ehre hinzu.,
1.03-24-32-a280cfe8,Bezwingerin/1.03-24-32-a280cfe8.webp,Q.U.E.E.N.,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Fraktionslos,1,Heilerin,,,,[],1,0,1,2,1,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""queen"", ""source"": ""own_bez_stack"", ""names"": [""Z.E.R.O. ATK"", ""Z.E.R.O. ASTRAL""], ""destination"": ""hand"", ""preserve_stack_order"": true}]","[""fraktionslos"", ""ausspieleffekt"", ""bezwingerinnen_stapel"", ""zero""]",on_play,,,Füge deiner Hand eine Z.E.R.O. ATK oder Z.E.R.O. ASTRAL aus dem eigenen Bezwingerinnen-Stapel hinzu.,
1.03-25-32-c8153e7a,Bezwingerin/1.03-25-32-c8153e7a.webp,Der unsichtbare Untergang Menia,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Oberwelt,1,Assassine,,,,[],2,1,0,0,1,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""menia"", ""optional"": true, ""source"": ""own_ruestkammer_stack"", ""criterion"": {""untertyp"": ""Dolch""}, ""equip_to"": ""self"", ""persistent"": true, ""preserve_stack_order"": true}]","[""ausspieleffekt"", ""ruestkammer_suche"", ""dolch"", ""dauerhaft_ausruesten""]",on_play,,,"Du kannst dir aus dem Rüstkammer-Stapel einen DOLCH suchen und Menia dauerhaft damit ausrüsten, falls möglich.",
1.03-26-32-a941d44f,Bezwingerin/1.03-26-32-a941d44f.webp,S.H.I.E.L.D.,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Fraktionslos,1,Beschützerin,,,,[],1,1,0,2,1,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""shield"", ""target"": ""other_own_bez"", ""resource"": ""physicalShield"", ""amount"": 1}]","[""fraktionslos"", ""ausspieleffekt"", ""anderes_eigenes_ziel"", ""physischer_schild""]",on_play,,,Füge einer anderen eigenen Bezwingerin 1 physischen Schild hinzu.,
1.02-13-32-a55290d6,Bezwingerin/1.02-13-32-a55290d6.webp,Die grausame Usurpatorin Baronesse Effrayer,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Unterwelt,1,Kriegerin,,,,[],3,1,0,0,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""baronesse"", ""requires_other_own_subtype"": ""Vengeresse"", ""target"": ""self"", ""honor_gain"": 1}]","[""vengeresse""]",on_play,,,"Wenn du diese Bezwingerin rekrutierst und sich bereits eine andere Vengeresse-Bezwingerin auf deiner Spielfeldseite befindet, erhält diese Bezwingerin 1 Ehre.",
1.02-14-32-08775875,Bezwingerin/1.02-14-32-08775875.webp,Die Bestie Alice Merveilleux,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Unterwelt,1,Assassine,,,,[],2,1,0,0,0,1,,"[{""trigger"": ""on_play"", ""engine_key"": ""alice"", ""counterattack_dodge_uses"": 1, ""activation_phase"": ""supply""}]","[""vengeresse""]",on_play,,,"Diese Bezwingerin kann einmalig einem Gegenangriff ausweichen. Du kannst entscheiden, in welcher deiner Kampfrunden du diesen Effekt aktivieren möchtest; allerdings muss der Effekt in deiner Versorgungsphase aktiviert werden.",
1.02-15-32-da3f87a2,Bezwingerin/1.02-15-32-da3f87a2.webp,Z.E.R.O. ASTRAL,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Fraktionslos,1,Magierin,,,,[],1,0,1,1,1,0,,[],"[""fraktionslos"", ""storytext""]",none,,,,
1.02-24-32-96bd7e4f,Bezwingerin/1.02-24-32-96bd7e4f.webp,Die oberste Heilpriesterin Lilou Guerir,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Unterwelt,1,Heilerin,,,,[],2,1,0,0,1,0,,[],"[""vengeresse""]",none,,,,
1.02-25-32-8d1099b4,Bezwingerin/1.02-25-32-8d1099b4.webp,Die stille Zerstörung Arcadia,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Unterwelt,1,Beschützerin,,,,[],2,1,0,1,0,0,,"[{""trigger"": ""duration"", ""engine_key"": ""arcadia"", ""duration_rounds"": 3, ""force_first_enemy_bez_attack"": true, ""force_target_self"": true, ""force_attack_type"": ""physical""}]",[],duration,,3,"Die erste gegnerische Bezwingerin, die kämpft, muss Arcadia mit der physischen Angriffsart angreifen, falls möglich.",
1.02-26-32-14091659,Bezwingerin/1.02-26-32-14091659.webp,Die unendliche Versuchung Lilith,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Unterwelt,1,Unterstützerin,,,,"[""Chikara-Clan""]",2,1,0,0,0,1,,"[{""trigger"": ""on_play"", ""engine_key"": ""lilith"", ""target"": ""opposing_bez"", ""honor_delta"": -1, ""allow_negative_honor"": true}]","[""chikara-clan""]",on_play,,,"Die gegnerische Bezwingerin, die sich gegenüber dieser Lilith befindet, wird um 1 Ehre verringert. Negative Ehre-Werte sind ebenfalls erlaubt.",
1.05-03-32-8b1bc93e,Bezwingerin/1.05-03-32-8b1bc93e.webp,Rebellin der Leere Trix Sigma,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Zwischenwelt,1,Kriegerin,,,,[],3,1,0,0,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""trix"", ""azr_count_rewards"": {""2"": {""honor"": 1}, ""3"": {""honor"": 2}}}]",[],on_play,,,Entsprechend der Anzahl eigener Karten in deiner Astral-Rüstkammer-Zone erhält diese Bezwingerin: 2 Karten = 1 Ehre; 3 Karten = 2 Ehre.,
1.05-04-32-4607b556,Bezwingerin/1.05-04-32-4607b556.webp,Stahlherz des Clans Skorpia Masako,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Zwischenwelt,1,Beschützerin,,,,"[""Chikara-Clan""]",2,1,0,1,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""skorpia"", ""azr_count_choice"": true}]","[""chikara-clan""]",on_play,,,"Entsprechend der Anzahl eigener Karten in deiner Astral-Rüstkammer-Zone erhält diese Bezwingerin: 2 Karten = 1 physischer oder 1 ASTRAL-Schild; 3 Karten = 1 Ehre, zusätzlich 1 physischer oder 1 ASTRAL-Schild.",
1.05-06-32-7d205dbd,Bezwingerin/1.05-06-32-7d205dbd.webp,Z.E.R.O. P.O.L.I.C.E.,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Fraktionslos,1,Unterstützerin,,,,[],1,0,1,1,1,1,,"[{""trigger"": ""permanent"", ""engine_key"": ""zero_police"", ""first_enemy_bez_attack_tax"": 1}]","[""fraktionslos"", ""permanent"", ""angriffskosten"", ""ehre""]",permanent,,,"Die erste gegnerische Bezwingerin, die angreifen möchte, muss 1 Ehre zahlen, um angreifen zu können.",
1.05-19-32-6137cea7,Bezwingerin/1.05-19-32-6137cea7.webp,Pharaonin der Zeit Thal Ziris,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Zwischenwelt,1,Magierin,,,,[],2,0,1,1,0,0,,"[{""trigger"": ""on_play"", ""engine_key"": ""thal"", ""ziel_besitzer"": ""eigen"", ""aenderung_kampfrundendauer"": [-1, 1], ""eigene_waffen_ausgeschlossen"": true}]",[],on_play,,,Erhöhe oder verringere die aktuelle Kampfrundendauer einer eigenen Karte um 1 (nicht bei eigenen Waffen).,
1.05-20-32-52249a2e,Bezwingerin/1.05-20-32-52249a2e.webp,Geißel der Galaxie Nemesis,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Zwischenwelt,1,Heilerin,,,,[],2,1,0,1,0,0,"{""kosten_ehre"": 3, ""text"": ""Erzeuge einen Mornak-Brut-Token. Solange mindestens eine eigene Mornak-Brut auf dem Spielfeld liegt, kostet dieses Wunder 1 Ehre weniger.""}","[{""trigger"": ""wonder"", ""engine_key"": ""nemesis"", ""token"": ""Mornak - Brut"", ""base_cost"": 3, ""discount_if_own_mornak"": 1}]",[],wonder,,,"Erzeuge einen Token, der eine Kopie der Karte „Mornak - Brut“ ist. Spiele ihn, wenn möglich, in deinen PRIMÄR-, SEKUNDÄR- oder freien ASTRAL-Rüstkammer-Bereich. Solange eine oder mehrere deiner Karten oder Token mit dem Namen „Mornak - Brut“ auf dem Spielfeld liegen, kostet das Wunder 1 Ehre weniger.",
1.05-21-32-97e5c324,Bezwingerin/1.05-21-32-97e5c324.webp,Die Weltenwanderin Serinith Solthar,Bezwingerin,bezwingerinnen,BEZWINGERIN,Bezwingerin,False,,Zwischenwelt,1,Assassine,,,,[],2,0,1,0,1,1,,"[{""trigger"": ""charges"", ""engine_key"": ""serinith"", ""max_uses"": 2, ""once_per_round"": true, ""conversion"": ""astral_physical_shield""}]",[],charges,2,,Wandle von dieser Bezwingerin 1 ASTRAL-Schild in 1 physischen Schild um oder umgekehrt.,
1.04-07-32-a29c94aa,Astralkammer/1.04-07-32-a29c94aa.webp,Meteorsturm,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,Sekundär,,,"[""Portal""]",2,0,0,0,0,1,,[],[],,,,,
1.04-08-32-40cf360e,Astralkammer/1.04-08-32-40cf360e.webp,Ehrenlos,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.04-09-32-c84175a5,Astralkammer/1.04-09-32-c84175a5.webp,Feiertag,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.04-10-32-fdafcd30,Astralkammer/1.04-10-32-fdafcd30.webp,Saphiras Upsi,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.04-11-32-fee6ef97,Astralkammer/1.04-11-32-fee6ef97.webp,Siegel der Kampfschwäche,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,"[""Siegel""]",,,,,,,,[],[],,,,,
1.04-23-32-1bf37330,Astralkammer/1.04-23-32-1bf37330.webp,Zeitsprung,Astralkammer,astral,ASTRAL,ASTRAL-Gebot,False,,Astralwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.04-24-32-49f789b3,Astralkammer/1.04-24-32-49f789b3.webp,Siegel der Astralschwäche,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,"[""Siegel""]",,,,,,,,[],[],,,,,
1.04-25-32-19c01b1f,Astralkammer/1.04-25-32-19c01b1f.webp,Wunderunterdrückung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,[],,,,,,,,[],[],,,,,
1.04-26-32-06df567e,Astralkammer/1.04-26-32-06df567e.webp,Verwüstung,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Astralwelt,1,,,,,"[""Wurm""]",,,,,,,,[],[],,,,,
1.04-27-32-a5709fac,Astralkammer/1.04-27-32-a5709fac.webp,Wurzelpeinverschlinger,Astralkammer,astral,ASTRAL,ASTRAL-Karte,False,,Astralwelt,1,,Primär,,,"[""Wurm""]",2,0,0,0,0,0,,[],[],,,,,
1.01-07-32-03e63bf8,Astralkammer/1.01-07-32-03e63bf8.webp,Unerwarteter Reichtum,Astralkammer,astral,ASTRAL,ASTRAL-Spruch,False,,Mittelwelt,1,,,,,[],,,,,,,,[],[],,,,,
